year	emp	wage	cap	indoutpt	n	w	k	ys	id
1979	13.889	15.5672	1.6553	117.8746	2.631097	2.745166	.5039822	4.769621	134
1980	13.319	14.8591	1.5155	100	2.589192	2.698612	.4157454	4.60517	134
1981	13.018	16.9654	1.3251	92.6621	2.566333	2.831176	.2814879	4.52896	134
1982	13.631	16.7737	1.2835	91.2704	2.612347	2.819812	.2495907	4.513826	134
1983	13.349	18.4911	1.2235	94.6714	2.591441	2.917289	.2017156	4.550412	134
1984	13.486	17.8505	1.2061	97.903	2.601652	2.882031	.187392	4.583977	134
1976	2.366	18.6381	.3976	116.9589	.8612007	2.925208	-.9223088	4.761823	135
1977	2.37	18.8664	.3871	119.6943	.8628899	2.937382	-.9490722	4.784941	135
1978	2.347	17.4171	.3946	119.6272	.8531379	2.857453	-.9298826	4.78438	135
1979	2.145	17.0398	.3717	118.2336	.7631395	2.835552	-.9896683	4.772662	135
1980	1.818	16.9023	.3276	104.4687	.597737	2.82745	-1.115962	4.648888	135
1981	1.57	18.4024	.2711	94.4966	.4510756	2.912481	-1.305267	4.548564	135
1982	1.315	18.3415	.2161	91.6183	.2738367	2.909166	-1.532014	4.517631	135
1983	1.187	19.2081	.1817	93.8212	.1714291	2.955332	-1.705398	4.541391	135
1984	1.194	19.5002	.147	97.0951	.177309	2.970425	-1.917323	4.575691	135
1976	.615	24.1002	.1242	117.0448	-.486133	3.18222	-2.085862	4.762557	136
1977	.742	22.0551	.1189	120.5774	-.2984061	3.093544	-2.129472	4.792292	136
1978	.673	20.0774	.1085	119.3105	-.39601	2.999595	-2.221005	4.781729	136
1979	.69	19.3673	.0973	117.8746	-.3710637	2.963586	-2.329956	4.769621	136
1980	.324	19.2094	.0736	100	-1.127012	2.9554	-2.60911	4.60517	136
1981	.226	24.1829	.0605	92.6621	-1.48722	3.185646	-2.805112	4.52896	136
1982	.258	24.1496	.0551	91.2704	-1.354796	3.184268	-2.898606	4.513826	136
1983	.356	23.2424	.0527	94.6714	-1.032825	3.145978	-2.94314	4.550412	136
1984	.465	22.5925	.0556	97.903	-.7657179	3.117618	-2.889572	4.583977	136
1976	2.599	38.4378	.6643	110.05	.9551268	3.649041	-.4090214	4.700935	137
1977	2.702	34.051	.8164	109.425	.9939922	3.527859	-.2028509	4.69524	137
1978	2.708	37.6951	1.0343	111.225	.9962103	3.62953	.0337248	4.711555	137
1979	2.623	33.4794	1.0091	111.225	.9643187	3.51093	.0090588	4.711555	137
1980	2.377	32.2369	.9138	102.75	.8658392	3.473112	-.0901435	4.632299	137
1981	1.995	33.7775	.7986	91.75	.690644	3.519795	-.2248951	4.519067	137
1982	1.747	34.5625	.7136	90.425	.5579	3.542769	-.3374327	4.504521	137
1983	1.612	35.024	.6424	93.15	.4774756	3.556033	-.4425441	4.534211	137
1984	1.185	35.8163	.4967	94.725	.1697427	3.578403	-.6997691	4.550978	137
1976	1.922	26.9593	.2547	101.7059	.6533663	3.294328	-1.367669	4.622086	138
1977	1.929	24.9356	.2583	105.597	.6570017	3.216296	-1.353634	4.65963	138
1978	1.934	25.122	.2608	108.3964	.6595904	3.223744	-1.344001	4.685795	138
1979	1.976	26.573	.2631	110.9044	.6810746	3.279896	-1.335221	4.708669	138
1980	2.096	27.3524	.2684	104.9727	.7400308	3.308804	-1.315277	4.6537	138
1981	1.99	24.2052	.2323	96.0253	.6881347	3.186568	-1.459726	4.564612	138
1982	1.558	25.488	.1906	91.8038	.4434029	3.238208	-1.657578	4.519654	138
1983	1.372	26.8049	.1624	92.4875	.3162695	3.288585	-1.817693	4.527073	138
1984	1.305	27.0957	.1502	96.0539	.266203	3.299375	-1.895788	4.564909	138
1976	1.055	22.1859	.1469	102.5303	.0535407	3.099457	-1.918003	4.630158	139
1977	1.044	21.1581	.2238	106.1199	.0430595	3.052023	-1.497002	4.66457	139
1978	1.109	20.1187	.2537	108.8228	.1034587	3.00165	-1.371603	4.689721	139
1979	1.171	20.0128	.2422	111.3165	.1578581	2.996372	-1.417991	4.712378	139
1980	1.123	19.4386	.2965	102.9836	.1160037	2.967261	-1.215708	4.63457	139
1981	1.074	19.8814	.2611	94.8896	.07139	2.989784	-1.342852	4.552714	139
1982	1.087	20.3375	.2482	91.4088	.0834216	3.012466	-1.39352	4.515342	139
1983	1.509	20.2055	.3517	92.965	.4114471	3.005955	-1.044977	4.532223	139
1984	1.513	20.3084	.3358	96.7318	.4140944	3.011034	-1.09124	4.571942	139
1976	1.541	29.0939	.651	104.7664	.4324315	3.370528	-.4292456	4.651733	140
1977	1.447	25.6975	.6846	107.4791	.3694925	3.246394	-.3789206	4.677297	140
1978	1.425	27.5876	.7095	108.9188	.3541718	3.317366	-.3431948	4.690603	140
1979	1.438	29.0149	.665	111.5591	.3632532	3.36781	-.4079682	4.714554	140
1980	1.401	28.2772	.5936	100	.3371863	3.342056	-.5215496	4.60517	140
1981	1.33	30.4274	.4754	99.3965	.285179	3.415344	-.7435987	4.599117	140
1982	1.192	30.5565	.4203	99.2931	.1756326	3.419577	-.8667865	4.598076	140
1983	1.136	30.8661	.3697	107.0929	.1275133	3.429658	-.9950634	4.673697	140
1984	1.093	30.6442	.3625	113.4571	.0889263	3.422443	-1.014731	4.731425	140
